都道府県指定市コード,交通量調査単位区間番号,道路種別,路線番号,令和３年度調査交通量観測・非観測の別,個別調査観測値活用の別,１２・２４時間観測の別,交通量観測年月日,天候,上り・下りの別,車種区分,時間帯別自動車類交通量（台／時）／７時台,時間帯別自動車類交通量（台／時）／８時台,時間帯別自動車類交通量（台／時）／９時台,時間帯別自動車類交通量（台／時）／１０時台,時間帯別自動車類交通量（台／時）／１１時台,時間帯別自動車類交通量（台／時）／１２時台,時間帯別自動車類交通量（台／時）／１３時台,時間帯別自動車類交通量（台／時）／１４時台,時間帯別自動車類交通量（台／時）／１５時台,時間帯別自動車類交通量（台／時）／１６時台,時間帯別自動車類交通量（台／時）／１７時台,時間帯別自動車類交通量（台／時）／１８時台,時間帯別自動車類交通量（台／時）／１９時台,時間帯別自動車類交通量（台／時）／２０時台,時間帯別自動車類交通量（台／時）／２１時台,時間帯別自動車類交通量（台／時）／２２時台,時間帯別自動車類交通量（台／時）／２３時台,時間帯別自動車類交通量（台／時）／０時台,時間帯別自動車類交通量（台／時）／１時台,時間帯別自動車類交通量（台／時）／２時台,時間帯別自動車類交通量（台／時）／３時台,時間帯別自動車類交通量（台／時）／４時台,時間帯別自動車類交通量（台／時）／５時台,時間帯別自動車類交通量（台／時）／６時台,昼間１２時間自動車類交通量（台）,２４時間自動車類交通量（台）,交通調査基本区間番号,路線名,車線数,時間帯別自動車類交通量（台／時）／７時台_per_lane,時間帯別自動車類交通量（台／時）／８時台_per_lane,時間帯別自動車類交通量（台／時）／９時台_per_lane,時間帯別自動車類交通量（台／時）／１０時台_per_lane,時間帯別自動車類交通量（台／時）／１１時台_per_lane,時間帯別自動車類交通量（台／時）／１２時台_per_lane,時間帯別自動車類交通量（台／時）／１３時台_per_lane,時間帯別自動車類交通量（台／時）／１４時台_per_lane,時間帯別自動車類交通量（台／時）／１５時台_per_lane,時間帯別自動車類交通量（台／時）／１６時台_per_lane,時間帯別自動車類交通量（台／時）／１７時台_per_lane,時間帯別自動車類交通量（台／時）／１８時台_per_lane,時間帯別自動車類交通量（台／時）／１９時台_per_lane,時間帯別自動車類交通量（台／時）／２０時台_per_lane,時間帯別自動車類交通量（台／時）／２１時台_per_lane,時間帯別自動車類交通量（台／時）／２２時台_per_lane,時間帯別自動車類交通量（台／時）／２３時台_per_lane,時間帯別自動車類交通量（台／時）／０時台_per_lane,時間帯別自動車類交通量（台／時）／１時台_per_lane,時間帯別自動車類交通量（台／時）／２時台_per_lane,時間帯別自動車類交通量（台／時）／３時台_per_lane,時間帯別自動車類交通量（台／時）／４時台_per_lane,時間帯別自動車類交通量（台／時）／５時台_per_lane,時間帯別自動車類交通量（台／時）／６時台_per_lane,total_24h,weight_for_diversion,diversion_ratio,capacity,時間帯別自動車類交通量（台／時）／７時台_VC,時間帯別自動車類交通量（台／時）／７時台_ランク,時間帯別自動車類交通量（台／時）／８時台_VC,時間帯別自動車類交通量（台／時）／８時台_ランク,時間帯別自動車類交通量（台／時）／９時台_VC,時間帯別自動車類交通量（台／時）／９時台_ランク,時間帯別自動車類交通量（台／時）／１０時台_VC,時間帯別自動車類交通量（台／時）／１０時台_ランク,時間帯別自動車類交通量（台／時）／１１時台_VC,時間帯別自動車類交通量（台／時）／１１時台_ランク,時間帯別自動車類交通量（台／時）／１２時台_VC,時間帯別自動車類交通量（台／時）／１２時台_ランク,時間帯別自動車類交通量（台／時）／１３時台_VC,時間帯別自動車類交通量（台／時）／１３時台_ランク,時間帯別自動車類交通量（台／時）／１４時台_VC,時間帯別自動車類交通量（台／時）／１４時台_ランク,時間帯別自動車類交通量（台／時）／１５時台_VC,時間帯別自動車類交通量（台／時）／１５時台_ランク,時間帯別自動車類交通量（台／時）／１６時台_VC,時間帯別自動車類交通量（台／時）／１６時台_ランク,時間帯別自動車類交通量（台／時）／１７時台_VC,時間帯別自動車類交通量（台／時）／１７時台_ランク,時間帯別自動車類交通量（台／時）／１８時台_VC,時間帯別自動車類交通量（台／時）／１８時台_ランク,時間帯別自動車類交通量（台／時）／１９時台_VC,時間帯別自動車類交通量（台／時）／１９時台_ランク,時間帯別自動車類交通量（台／時）／２０時台_VC,時間帯別自動車類交通量（台／時）／２０時台_ランク,時間帯別自動車類交通量（台／時）／２１時台_VC,時間帯別自動車類交通量（台／時）／２１時台_ランク,時間帯別自動車類交通量（台／時）／２２時台_VC,時間帯別自動車類交通量（台／時）／２２時台_ランク,時間帯別自動車類交通量（台／時）／２３時台_VC,時間帯別自動車類交通量（台／時）／２３時台_ランク,時間帯別自動車類交通量（台／時）／０時台_VC,時間帯別自動車類交通量（台／時）／０時台_ランク,時間帯別自動車類交通量（台／時）／１時台_VC,時間帯別自動車類交通量（台／時）／１時台_ランク,時間帯別自動車類交通量（台／時）／２時台_VC,時間帯別自動車類交通量（台／時）／２時台_ランク,時間帯別自動車類交通量（台／時）／３時台_VC,時間帯別自動車類交通量（台／時）／３時台_ランク,時間帯別自動車類交通量（台／時）／４時台_VC,時間帯別自動車類交通量（台／時）／４時台_ランク,時間帯別自動車類交通量（台／時）／５時台_VC,時間帯別自動車類交通量（台／時）／５時台_ランク,時間帯別自動車類交通量（台／時）／６時台_VC,時間帯別自動車類交通量（台／時）／６時台_ランク
34000,63700,6,445,2,   ,   ,          ,   ,1,2,2,1,5,6,2,3,6,6,0,9,0,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,42,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42.0,3.7335390928211153e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63700,6,445,2,   ,   ,          ,   ,2,1,30,6,12,6,7,7,10,6,6,8,18,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,127,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,127.0,1.1289511066387658e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63700,6,445,2,   ,   ,          ,   ,2,2,1,2,2,3,2,2,2,2,3,2,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,21,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21.0,1.8667695464105576e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63710,6,446,2,   ,   ,          ,   ,1,1,0,0,0,1,0,0,0,1,1,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.666813637729368e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63710,6,446,2,   ,   ,          ,   ,1,2,0,0,0,0,0,0,0,0,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,0,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63710,6,446,2,   ,   ,          ,   ,2,1,0,0,0,0,0,1,0,0,0,0,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,1.7778757584862455e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63710,6,446,2,   ,   ,          ,   ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,0,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63720,6,447,2,   ,   ,          ,   ,1,1,1,0,0,1,1,0,1,1,1,2,2,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,11,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,9.77831667167435e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63720,6,447,2,   ,   ,          ,   ,1,2,0,0,0,0,0,0,0,0,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,0,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63720,6,447,2,   ,   ,          ,   ,2,1,1,1,0,1,1,1,0,1,1,2,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,9,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.0,8.000440913188104e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63720,6,447,2,   ,   ,          ,   ,2,2,0,0,0,1,0,0,0,0,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,1,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,8.889378792431227e-08,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63730,6,448,1,0,1,20211118,1,1,1,50,34,33,29,28,18,20,29,34,27,23,11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,336,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,336.0,2.9868312742568922e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63730,6,448,1,0,1,20211118,1,1,2,2,4,3,6,4,1,10,8,7,11,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,57,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,57.0,5.066945911685799e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63730,6,448,1,0,1,20211118,1,2,1,17,32,20,44,29,14,26,34,19,29,38,26,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,328,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,328.0,2.9157162439174425e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63730,6,448,1,0,1,20211118,1,2,2,5,4,7,5,3,2,13,7,5,8,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,60,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60.0,5.333627275458736e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63740,6,450,2,   ,   ,          ,   ,1,1,5,8,9,6,6,11,8,3,10,10,20,16,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,112,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112.0,9.956104247522975e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63740,6,450,2,   ,   ,          ,   ,1,2,0,1,0,1,1,2,1,0,1,1,1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.0,8.889378792431228e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63740,6,450,2,   ,   ,          ,   ,2,1,37,22,12,6,7,6,5,7,17,10,12,4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,145,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,145.0,1.288959924902528e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63740,6,450,2,   ,   ,          ,   ,2,2,1,1,2,0,1,1,1,1,0,2,0,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,11,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,9.77831667167435e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63750,6,451,2,   ,   ,          ,   ,1,1,3,1,4,3,3,1,3,3,5,5,5,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,39,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39.0,3.4668577290481785e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63750,6,451,2,   ,   ,          ,   ,1,2,0,0,0,0,0,0,1,1,0,0,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.666813637729368e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63750,6,451,2,   ,   ,          ,   ,2,1,4,1,3,2,3,1,5,5,4,3,1,4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,36,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36.0,3.2001763652752417e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63750,6,451,2,   ,   ,          ,   ,2,2,0,0,1,1,0,0,1,0,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.666813637729368e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63760,6,452,2,   ,   ,          ,   ,1,1,5,3,6,6,3,6,6,5,5,7,3,3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,58,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58.0,5.155839699610112e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63760,6,452,2,   ,   ,          ,   ,1,2,0,0,0,0,0,0,0,0,2,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,2,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,1.7778757584862455e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63760,6,452,2,   ,   ,          ,   ,2,1,6,2,5,4,5,5,7,6,4,5,7,4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,60,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60.0,5.333627275458736e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63760,6,452,2,   ,   ,          ,   ,2,2,0,0,1,0,0,0,1,1,0,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,3,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.666813637729368e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63770,6,455,2,   ,   ,          ,   ,1,1,10,6,7,6,5,5,7,3,9,10,8,10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,86,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86.0,7.644865761490856e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63770,6,455,2,   ,   ,          ,   ,1,2,0,1,1,0,1,1,2,1,2,0,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,9,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.0,8.000440913188104e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63770,6,455,2,   ,   ,          ,   ,2,1,26,13,5,7,5,2,8,7,9,6,8,7,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,103,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,103.0,9.156060156204164e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63770,6,455,2,   ,   ,          ,   ,2,2,0,1,0,1,1,1,1,2,2,2,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,12,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,1.0667254550917472e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63780,6,456,1,0,1,20211109,1,1,1,24,21,16,6,5,7,4,16,13,15,10,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,139,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,139.0,1.2356236521479406e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63780,6,456,1,0,1,20211109,1,1,2,0,0,2,1,1,0,0,0,1,1,1,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,7,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.0,6.22256515470186e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63780,6,456,1,0,1,20211109,1,2,1,4,15,6,9,9,9,9,11,14,9,19,15,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,129,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,129.0,1.1467298642236283e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63780,6,456,1,0,1,20211109,1,2,2,1,1,0,2,0,1,3,0,2,0,3,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,13,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13.0,1.1556192430160596e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63790,6,456,2,   ,   ,          ,   ,1,1,10,14,15,12,8,6,8,8,9,4,7,8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,109,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,109.0,9.689422883750038e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63790,6,456,2,   ,   ,          ,   ,1,2,0,2,3,0,0,1,0,0,1,2,1,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,11,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,9.77831667167435e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63790,6,456,2,   ,   ,          ,   ,2,1,11,7,9,6,5,8,8,8,16,17,12,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,109,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,109.0,9.689422883750038e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63790,6,456,2,   ,   ,          ,   ,2,2,1,0,1,0,1,2,0,0,0,2,2,1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,10,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.0,8.889378792431228e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63800,6,458,2,   ,   ,          ,   ,1,1,28,11,5,5,3,4,10,7,5,8,13,8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,107,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107.0,9.511635307901412e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63800,6,458,2,   ,   ,          ,   ,1,2,2,0,0,0,2,0,0,0,0,1,0,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,5,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.0,4.444689396215614e-07,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63800,6,458,2,   ,   ,          ,   ,2,1,13,5,8,6,3,10,6,5,7,8,12,9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,92,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92.0,8.17822848903673e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63800,6,458,2,   ,   ,          ,   ,2,2,1,2,0,2,2,0,0,0,1,2,2,0,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,12,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,1.0667254550917472e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63810,6,458,2,   ,   ,          ,   ,1,1,75,49,35,30,25,22,27,16,22,31,64,45,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,441,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,441.0,3.920216047462171e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63810,6,458,2,   ,   ,          ,   ,1,2,3,8,3,7,3,0,4,1,2,3,1,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,37,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37.0,3.2890701531995542e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63810,6,458,2,   ,   ,          ,   ,2,1,94,66,35,31,31,14,37,29,32,32,66,35,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,502,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,502.0,4.462468153800476e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63810,6,458,2,   ,   ,          ,   ,2,2,2,2,2,3,1,0,5,7,2,3,12,2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,41,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41.0,3.644645304896803e-06,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
34000,63820,6,460,2,   ,   ,          ,   ,1,1,44,50,47,29,33,29,24,33,37,43,53,57,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,479,      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479.0,4.258012441574558e-05,,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明,,不明
